,City,Country,Date,Latitude,Longitutde,Temperature (F),Humidity (%),Cloudiness (%),Windiness(mph)
374,Lokosovo,RU,1586721025,61.13,74.82,36.48,97,100,5.48
375,Rye,US,1586720785,40.98,-73.68,57.63,54,75,11.41
376,Namatanai,PG,1586721025,-3.67,152.43,81.86,74,98,2.42
377,Naze,JP,1586721025,28.37,129.48,60.8,59,75,35.57
378,Arrondissement de Sarreguemines,FR,1586721025,49.08,7.33,60.33,48,20,1.12
379,Pemangkat,ID,1586721025,1.17,108.97,77.59,88,99,10.22
380,Bertoua,CM,1586721025,4.58,13.68,71.76,75,100,4.63
381,Nepānagar,IN,1586721026,21.47,76.4,86.02,13,0,5.68
382,Bayjī,IQ,1586721027,34.93,43.49,67.05,37,81,6.2
383,Manaus,BR,1586720623,-3.1,-60.02,89.6,59,40,3.36
384,Cabañas,CU,1586721028,22.98,-82.92,91.2,52,20,11.41
385,Camacha,PT,1586721028,33.08,-16.33,62.6,77,40,17.22
386,Sonoita,MX,1586721028,31.85,-112.83,70.0,42,0,5.01
387,Bagdarin,RU,1586721028,54.43,113.6,28.6,72,100,7.47
388,Narsīpatnam,IN,1586721028,17.67,82.62,79.5,47,0,2.93
389,San Cristobal,VE,1586720990,7.77,-72.22,96.8,30,20,18.34
390,Jinxiang,CN,1586721028,22.86,115.7,57.69,61,98,10.25
391,La Pila,MX,1586721029,22.05,-100.87,82.4,12,75,17.22
392,Constantine,DZ,1586721029,36.37,6.61,59.0,77,40,3.58
393,Ormara,PK,1586721029,25.21,64.64,76.06,74,92,8.52
394,Escárcega,MX,1586721029,18.61,-90.75,109.08,17,1,7.27
395,Makakilo City,US,1586721029,21.35,-158.09,76.17,61,1,6.93
396,Mehamn,NO,1586721029,71.04,27.85,29.91,94,100,19.17
397,Barra de Tecoanapa,MX,1586721029,16.52,-98.75,87.84,52,31,12.24
398,Nerchinskiy Zavod,RU,1586721029,51.31,119.61,40.32,46,85,4.79
399,Chardara,KZ,1586721030,41.25,67.97,56.5,85,100,8.16
400,Rundu,NA,1586721030,-17.93,19.77,73.4,83,49,1.12
401,Alta Floresta,BR,1586721030,-9.88,-56.09,78.37,82,92,1.74
402,Maranello,IT,1586721030,44.52,10.87,60.53,16,54,12.75
403,Kawhia,NZ,1586721030,-38.07,174.82,60.8,98,39,16.15
404,Mount Gambier,AU,1586721030,-37.83,140.77,46.4,93,42,1.12
405,Kungälv,SE,1586720785,57.87,11.98,43.9,87,75,16.11
406,Manaure,CO,1586721030,11.78,-72.44,96.8,37,5,16.11
407,Princeton,US,1586721031,25.54,-80.41,85.26,74,75,17.22
408,Buala,SB,1586721031,-8.14,159.59,83.08,78,90,7.94
409,Krutinka,RU,1586721031,56.01,71.51,40.66,75,96,14.38
410,Puerto Escondido,MX,1586721031,15.85,-97.07,86.0,74,40,13.87
411,Diffa,NE,1586721031,13.32,12.61,81.72,21,99,9.31
412,Arrondissement de Saint-Denis,FR,1586721031,48.92,2.33,61.27,59,50,5.82
413,Valpaços,PT,1586721031,41.61,-7.31,53.01,70,62,3.87
414,Ucluelet,CA,1586721032,48.93,-125.55,55.78,66,5,4.7
415,Al Bardīyah,LY,1586721032,31.76,25.09,59.88,74,0,4.27
416,Swan Hill,AU,1586721032,-35.34,143.55,50.22,74,80,2.77
417,Olafsvik,IS,1586721032,64.89,-23.71,42.53,92,100,21.81
418,Tuatapere,NZ,1586721032,-46.13,167.68,46.0,82,25,15.99
419,Auki,SB,1586721032,-8.77,160.7,82.92,76,99,7.49
420,Westport,US,1586721032,41.14,-73.36,56.66,44,75,8.05
421,Katsuura,JP,1586721032,35.13,140.3,50.27,87,75,17.22
422,Bāglung,NP,1586721032,28.27,83.59,64.6,18,28,5.86
423,Opuwo,NA,1586721032,-18.06,13.84,70.11,52,55,7.02
424,Polunochnoye,RU,1586721033,60.87,60.42,35.47,92,100,5.59
425,Chipata,ZM,1586721033,-13.63,32.65,62.91,67,71,2.89
426,Nekhayevskiy,RU,1586721033,50.41,41.76,36.0,65,15,1.01
427,Kununurra,AU,1586721034,-15.77,128.73,77.0,94,54,0.85
428,Bambuí,BR,1586721034,-20.01,-45.98,72.27,66,95,4.03
429,Yarim,YE,1586721034,14.3,44.38,58.32,43,52,3.13
430,Sechura,PE,1586721034,-5.56,-80.82,79.18,63,1,15.61
431,Abu Samrah,SY,1586721034,35.3,37.18,54.25,64,0,6.71
432,Salisbury,GB,1586721034,51.07,-1.8,57.25,45,100,3.36
433,Severodvinsk,RU,1586721035,64.56,39.83,32.0,91,100,8.95
434,Saint Anthony,US,1586721035,45.02,-93.22,30.25,86,90,11.41
435,Sfântu Gheorghe,RO,1586721035,45.87,25.78,44.01,47,44,3.74
436,Pandan,PH,1586721035,14.05,124.17,80.87,77,81,9.51
437,Sovetskiy,RU,1586721035,61.36,63.58,35.47,91,100,4.7
438,Provideniya,RU,1586721035,64.38,-173.3,32.0,96,90,8.95
439,Dębno,PL,1586720787,52.74,14.7,60.21,46,1,7.11
440,Payo,ID,1586721035,-3.75,103.64,74.59,90,100,2.82
441,Hualmay,PE,1586721036,-11.1,-77.61,77.97,65,55,9.48
442,Kysyl-Syr,RU,1586721036,63.9,122.76,21.56,96,10,6.64
443,Chara,RU,1586721036,56.91,118.26,18.93,82,4,3.33
444,Sambava,MG,1586721036,-14.27,50.17,75.38,90,61,7.31
445,Sikeston,US,1586721036,36.88,-89.59,57.69,87,90,11.41
446,Kudat,MY,1586721036,6.88,116.85,80.31,88,75,3.36
447,Warner Robins,US,1586721028,32.62,-83.6,71.51,94,40,9.17
448,Barra Patuca,HN,1586721036,15.8,-84.28,84.49,70,0,22.28
449,Colwyn Bay,GB,1586721036,53.29,-3.73,53.11,81,100,18.34
450,Vizinga,RU,1586721037,61.07,50.1,20.68,95,0,6.22
451,Tandil,AR,1586720819,-37.32,-59.13,70.0,58,100,11.92
452,Coahuayana Viejo,MX,1586721037,18.73,-103.68,86.0,37,40,5.82
453,Shache,CN,1586721037,38.42,77.24,58.26,18,25,3.89
454,Barranca,PE,1586721037,-10.75,-77.77,77.04,67,42,10.51
455,St. George's,GD,1586721037,12.06,-61.75,84.2,66,20,17.22
456,Okhotsk,RU,1586721037,59.38,143.3,25.79,97,100,5.21
457,Sassandra,CI,1586721038,4.95,-6.08,81.21,84,8,6.93
458,Shizunai-furukawachō,JP,1586721038,42.33,142.37,36.45,80,26,6.58
459,Emmett,US,1586721038,43.87,-116.5,51.01,20,1,10.29
460,Novyy Yegorlyk,RU,1586721038,46.39,41.87,37.38,70,13,6.91
461,Panabá,MX,1586721038,21.28,-88.27,98.69,26,0,17.69
462,Nicoya,CR,1586721038,10.15,-85.45,96.8,41,75,14.99
463,Santa Cruz del Sur,CU,1586721038,20.71,-78.0,88.29,51,0,9.82
464,Tres Arroyos,AR,1586721038,-38.37,-60.28,57.99,85,100,4.05
465,Davila,PH,1586721039,18.47,120.58,74.3,84,46,25.7
466,Dolný Kubín,SK,1586721039,49.21,19.3,49.35,61,38,1.12
467,Arlit,NE,1586721039,18.74,7.39,89.33,11,0,6.2
468,Kyabé,TD,1586721039,9.45,18.94,89.55,26,99,6.58
469,Rome,US,1586720933,43.21,-75.46,59.07,33,90,11.41
470,Cândido Mendes,BR,1586721039,-1.45,-45.72,78.69,90,96,4.18
471,Kenai,US,1586720995,60.55,-151.26,36.05,86,90,20.8
472,Mount Isa,AU,1586721039,-20.73,139.5,71.6,33,12,10.29
473,Fairbanks,US,1586720836,64.84,-147.72,35.46,47,90,1.61
474,Gamboma,CG,1586721040,-1.88,15.86,75.09,78,99,2.01
475,Bernal,PE,1586721040,-5.45,-80.75,82.06,56,4,16.08
476,Bulolo,PG,1586721040,-7.2,146.65,71.56,68,100,0.87
477,Swift Current,CA,1586721040,50.28,-107.8,19.4,73,90,14.99
478,Kīhei,US,1586721040,20.79,-156.47,68.9,94,75,6.93
479,Melfi,IT,1586721040,41.0,15.65,57.2,93,5,5.82
480,Lhokseumawe,ID,1586721040,5.18,97.15,79.29,80,98,3.87
481,San Miguel de Tucumán,AR,1586721041,-26.82,-65.22,82.4,51,40,11.41
482,Namie,JP,1586721041,37.48,141.0,45.52,98,100,19.75
483,Chitral,PK,1586721041,35.85,71.79,54.64,34,100,2.13
484,Alanya,TR,1586721026,36.54,32.0,63.14,54,0,4.09
485,Bartica,GY,1586721041,6.4,-58.62,87.8,58,40,13.87
486,Vrises,GR,1586721041,35.49,23.89,61.2,87,100,6.15
487,Kaseda-shirakame,JP,1586721042,31.42,130.32,50.0,99,25,5.99
488,Svetlaya,RU,1586721042,46.54,138.33,34.21,83,0,4.47
489,La Cruz,MX,1586721042,23.92,-106.9,81.0,49,0,8.01
490,Leh,IN,1586721042,34.17,77.58,35.67,17,0,1.52
491,Nadym,RU,1586721042,65.53,72.52,33.6,95,100,8.19
492,Gualeguay,AR,1586721042,-33.14,-59.31,73.78,40,59,3.24
493,Quang Ngai,VN,1586721042,15.12,108.8,75.61,87,100,14.7
494,Portales,US,1586721042,34.19,-103.33,51.3,40,1,23.04
495,Santa Marta,CO,1586720744,11.24,-74.2,92.53,63,40,17.22
496,Xaxim,BR,1586721043,-26.96,-52.53,79.0,32,0,1.59
497,Ranong,TH,1586721043,9.97,98.63,79.09,79,8,4.03
498,Eureka,US,1586721043,40.8,-124.16,58.1,71,1,9.17
499,Bemidji,US,1586720965,47.47,-94.88,30.63,42,75,13.87
500,Half Moon Bay,US,1586720847,37.46,-122.43,58.75,76,90,5.82
501,Sorong,ID,1586721043,-0.88,131.25,75.87,89,62,1.12
502,Tura,IN,1586721043,25.52,90.22,70.25,33,0,1.41
503,Mitsamiouli,KM,1586721044,-11.38,43.28,83.16,80,91,14.23
504,Santiago,CL,1586720808,-33.46,-70.65,66.4,68,75,4.7
505,Pringsewu,ID,1586721044,-5.36,104.97,74.48,89,48,1.9
506,College,US,1586721044,64.86,-147.8,35.49,82,75,3.36
507,Asău,RO,1586721044,46.43,26.4,52.5,40,4,14.99
508,Nantucket,US,1586720866,41.28,-70.1,51.84,71,1,13.87
509,Beringovskiy,RU,1586721044,63.05,179.32,15.21,95,100,9.42
510,Kibala,TD,1586721045,9.11,18.35,89.11,29,90,7.9
511,Ust'-Koksa,RU,1586721045,50.27,85.61,37.45,48,87,6.2
512,Vila Franca do Campo,PT,1586721045,37.72,-25.43,60.8,82,75,11.41
513,Jonesboro,US,1586720955,35.84,-90.7,58.37,100,90,12.75
514,Kichera,RU,1586721045,55.94,110.1,28.35,79,54,7.76
515,Kumul,CN,1586721045,42.8,93.45,56.35,21,100,1.48
516,Dandong,CN,1586721045,40.13,124.39,41.23,66,0,0.65
517,Ilmajoki,FI,1586721045,62.73,22.57,38.97,93,75,3.36
518,Manzhouli,CN,1586721046,49.6,117.43,41.29,39,86,2.01
519,Les Cayes,HT,1586721046,18.2,-73.75,83.73,71,8,8.75
520,Chimoio,MZ,1586720965,-19.12,33.48,71.6,83,20,1.03
521,Guasdualito,VE,1586721046,7.24,-70.73,96.8,37,40,5.82
522,Kangaatsiaq,GL,1586721046,68.31,-53.46,34.56,95,92,4.99
523,Nyurba,RU,1586721046,63.28,118.33,32.38,91,99,7.45
524,Mujiayingzi,CN,1586721046,42.12,118.78,45.97,32,0,6.13
525,Lewistown,US,1586720955,40.6,-77.57,61.83,31,20,8.48
526,Babaeski,TR,1586720921,41.43,27.09,41.65,66,0,6.6
527,San Quintín,MX,1586721047,30.48,-115.95,63.32,62,0,16.6
528,La Rioja,ES,1586721047,42.25,-2.5,54.16,76,75,8.05
529,Province of Mantua,IT,1586721047,45.17,10.78,63.28,36,82,1.12
530,Galveston,US,1586721047,29.37,-94.97,89.49,78,40,25.28
531,Mayumba,GA,1586721047,-3.43,10.66,79.29,78,100,2.66
532,Gaoua,BF,1586721047,10.3,-3.25,91.31,30,69,4.09
533,Aksu,CN,1586721048,41.12,80.26,60.98,19,2,4.7
534,Tessalit,ML,1586721048,20.2,1.01,89.96,14,38,6.17
535,Liverpool,GB,1586721048,53.41,-2.98,51.26,76,100,25.28
536,Celestún,MX,1586721048,20.87,-90.4,91.76,49,0,7.02
537,Alyangula,AU,1586721048,-13.85,136.42,71.6,100,69,3.94
538,Dicabisagan,PH,1586721048,17.08,122.42,75.15,86,96,10.96
539,Chimichagua,CO,1586721048,9.26,-73.81,98.56,35,66,1.86
540,Dunedin,NZ,1586720767,-45.87,170.5,47.37,80,93,3.0
541,Cedar City,US,1586721023,37.68,-113.06,53.4,32,1,9.17
542,Laiwu,CN,1586721049,36.19,117.66,45.36,46,0,2.26
543,Manoel Urbano,BR,1586721049,-8.84,-69.26,76.24,90,100,5.08
544,Labuhan,ID,1586721049,-6.88,112.21,76.21,85,67,3.22
545,Christchurch,NZ,1586720873,-43.53,172.63,58.26,36,5,18.34
546,Port Maria,JM,1586721049,18.37,-76.89,87.35,66,20,18.34
547,La Ronge,CA,1586721049,55.1,-105.28,15.8,52,40,16.11
548,Gouré,NE,1586721049,13.98,10.27,90.0,12,96,3.0
549,Lálas,GR,1586721049,37.72,21.72,55.98,77,40,3.36
550,Chernyshevskiy,RU,1586721050,63.01,112.47,26.37,95,100,7.31
551,Lavrentiya,RU,1586721050,65.58,-171.0,27.72,97,100,3.74
552,Tierra Blanca,HN,1586721050,14.58,-88.58,93.33,22,88,6.78
553,Husavik,IS,1586721050,66.04,-17.34,37.4,64,75,20.8
554,Ulladulla,AU,1586721050,-35.35,150.47,51.35,76,100,8.05
555,Wuning,CN,1586721050,29.26,120.23,46.06,78,8,3.53
556,Voyvozh,RU,1586721050,62.89,54.96,23.43,95,100,6.89
557,La Ciotat,FR,1586721050,43.17,5.6,57.51,47,88,5.82
558,Burnie,AU,1586721051,-41.07,145.92,47.41,9,85,1.01
559,Dalianwan,CN,1586721051,39.03,121.69,48.2,54,40,6.71
560,Aloleng,PH,1586721051,16.13,119.78,78.8,81,60,17.45
561,Mercedes,AR,1586721051,-34.65,-59.43,75.9,42,98,1.01
562,Walvis Bay,NA,1586721051,-22.96,14.51,67.6,60,0,4.7
563,Bumba,CD,1586721051,2.18,22.47,71.53,87,100,1.23
564,Itarema,BR,1586721051,-2.92,-39.92,80.33,85,100,7.92
565,Sanandij,IR,1586721051,35.31,46.99,42.39,47,0,3.15
566,Yelovo,RU,1586721052,57.05,54.92,38.43,84,58,3.94
567,Ixtapa,MX,1586721052,20.7,-105.2,79.41,39,20,13.87
568,Upata,VE,1586721052,8.01,-62.4,89.76,31,82,9.89
569,Province of Trapani,IT,1586721052,37.83,12.67,57.72,93,66,4.7
570,Galesong,ID,1586721052,-5.32,119.37,77.0,94,20,3.36
